filedFor,ticker,value,industry
2021-09-30,PG,44093000,Consumer Defensive
2021-09-30,RH,1195081000,Consumer Cyclical
2021-09-30,RPRX,475093000,Healthcare
2021-09-30,SIRI,266319000,Communication Services
2021-09-30,SNOW,1852497000,Technology
2021-09-30,SPY,16908000,Unknown
2021-09-30,STOR,782018000,Unknown
2021-09-30,TEVA,416768000,Healthcare
2021-09-30,TMUS,669718000,Communication Services
2021-09-30,UPS,10817000,Industrials
2021-09-30,USB,7514279000,Financial Services
2021-09-30,V,2130038000,Financial Services
2021-09-30,VOO,16959000,Unknown
2021-09-30,VRSN,2627329000,Technology
2021-09-30,VZ,8578115000,Communication Services
2021-09-30,WFC,31329000,Financial Services
2021-12-31,AAPL,157528660000,Technology
2021-12-31,ABBV,410744000,Healthcare
2021-12-31,AMZN,1778204000,Consumer Cyclical
2021-12-31,AON,1321261000,Financial Services
2021-12-31,ATVI,975205000,Unknown
2021-12-31,AXP,24803511000,Financial Services
2021-12-31,BAC,44939376000,Financial Services
2021-12-31,BK,4202522000,Financial Services
2021-12-31,BMY,324387000,Healthcare
2021-12-31,CHTR,2496355000,Communication Services
2021-12-31,CVX,4488055000,Energy
2021-12-31,DVA,4106232000,Healthcare
2021-12-31,FND,109691000,Consumer Cyclical
2021-12-31,FWONK,133989000,Communication Services
2021-12-31,GL,595471000,Financial Services
2021-12-31,GM,3517800000,Consumer Cyclical
2021-12-31,JNJ,55957000,Healthcare
2021-12-31,KHC,11690290000,Consumer Defensive
2021-12-31,KO,23684001000,Consumer Defensive
2021-12-31,KR,2779549000,Consumer Defensive
2021-12-31,LILA,30675000,Communication Services
2021-12-31,LILAK,14638000,Communication Services
2021-12-31,LSXMA,1027561000,Unknown
2021-12-31,LSXMK,2197142000,Unknown
2021-12-31,MA,1432482000,Financial Services
2021-12-31,MCO,9635522000,Financial Services
2021-12-31,MDLZ,38327000,Consumer Defensive
2021-12-31,MMC,70382000,Financial Services
2021-12-31,PG,51593000,Consumer Defensive
2021-12-31,RH,973561000,Consumer Cyclical
2021-12-31,RPRX,344633000,Healthcare
2021-12-31,SNOW,2074971000,Technology
2021-12-31,SPY,18713000,Unknown
2021-12-31,STOR,839882000,Unknown
2021-12-31,TMUS,607968000,Communication Services
2021-12-31,UPS,12732000,Industrials
2021-12-31,USB,7100894000,Financial Services
2021-12-31,V,1798143000,Financial Services
2021-12-31,VOO,18773000,Unknown
2021-12-31,VRSN,3252859000,Technology
2021-12-31,VZ,8252525000,Communication Services
2021-12-31,WFC,32389000,Financial Services
2022-03-31,AAPL,155564138000,Technology
2022-03-31,ALLY,389990000,Financial Services
2022-03-31,AMZN,1738531000,Consumer Cyclical
2022-03-31,AON,1431470000,Financial Services
2022-03-31,ATVI,5152292000,Unknown
2022-03-31,AXP,28351201000,Financial Services
2022-03-31,BAC,41636348000,Financial Services
2022-03-31,BK,3591100000,Financial Services
2022-03-31,C,2945319000,Financial Services
2022-03-31,CE,1125958000,Basic Materials
2022-03-31,CHTR,2088764000,Communication Services
2022-03-31,CVX,25918973000,Energy
2022-03-31,DVA,4082770000,Healthcare
2022-03-31,FND,387180000,Consumer Cyclical
2022-03-31,FWONK,539336000,Communication Services
2022-03-31,GL,639185000,Financial Services
2022-03-31,GM,2713886000,Consumer Cyclical
2022-03-31,HPQ,3792480000,Technology
2022-03-31,JNJ,57972000,Healthcare
2022-03-31,KHC,12826755000,Consumer Defensive
2022-03-31,KO,24799999000,Consumer Defensive
2022-03-31,KR,3326615000,Consumer Defensive
2022-03-31,LILA,25518000,Communication Services
2022-03-31,LILAK,12314000,Communication Services
2022-03-31,LSXMA,923692000,Unknown
2022-03-31,LSXMK,1975915000,Unknown
2022-03-31,MA,1424748000,Financial Services
2022-03-31,MCK,894504000,Healthcare
2022-03-31,MCO,8323829000,Financial Services
2022-03-31,MDLZ,36287000,Consumer Defensive
2022-03-31,MKL,620034000,Financial Services
2022-03-31,MMC,69005000,Financial Services
2022-03-31,OXY,7737804000,Energy
2022-03-31,PARA,2606915000,Communication Services
2022-03-31,PG,48193000,Consumer Defensive
2022-03-31,RH,707615000,Consumer Cyclical
2022-03-31,RPRX,58299000,Healthcare
2022-03-31,SNOW,1403507000,Technology
2022-03-31,SPY,17795000,Unknown
2022-03-31,STOR,431283000,Unknown
2022-03-31,TMUS,672811000,Communication Services
2022-03-31,UPS,12739000,Industrials
2022-03-31,USB,6719111000,Financial Services
2022-03-31,V,1840128000,Financial Services
2022-03-31,VOO,17852000,Unknown
2022-03-31,VRSN,2850961000,Technology
2022-03-31,VZ,70303000,Communication Services
2022-06-30,AAPL,122337373000,Technology
2022-06-30,ALLY,1005300000,Financial Services
2022-06-30,AMZN,1132836000,Consumer Cyclical
2022-06-30,AON,1185514000,Financial Services
2022-06-30,ATVI,5325713000,Unknown
2022-06-30,AXP,21016276000,Financial Services
2022-06-30,BAC,31444432000,Financial Services
2022-06-30,BK,3018027000,Financial Services
2022-06-30,C,2536616000,Financial Services
2022-06-30,CE,1076922000,Basic Materials
2022-06-30,CHTR,1793974000,Communication Services
2022-06-30,CVX,23373304000,Energy
2022-06-30,DVA,2886202000,Healthcare
2022-06-30,FND,300949000,Consumer Cyclical
2022-06-30,FWONK,490143000,Communication Services
2022-06-30,GL,619297000,Financial Services
2022-06-30,GM,1679385000,Consumer Cyclical
2022-06-30,HPQ,3424725000,Technology
2022-06-30,JNJ,58064000,Healthcare
2022-06-30,KHC,12419712000,Consumer Defensive
2022-06-30,KO,25164000000,Consumer Defensive
2022-06-30,KR,2481858000,Consumer Defensive
2022-06-30,LILA,20520000,Communication Services
2022-06-30,LILAK,10003000,Communication Services
2022-06-30,LSXMA,728285000,Unknown
2022-06-30,LSXMK,1557660000,Unknown
2022-06-30,MA,1257708000,Financial Services
2022-06-30,MCK,1043331000,Healthcare
2022-06-30,MCO,6709439000,Financial Services
2022-06-30,MDLZ,35888000,Consumer Defensive
2022-06-30,MKL,604738000,Financial Services
2022-06-30,MMC,62862000,Financial Services
2022-06-30,OXY,9335408000,Energy
2022-06-30,PARA,1935448000,Communication Services
2022-06-30,PG,45351000,Consumer Defensive
2022-06-30,RH,460605000,Consumer Cyclical
2022-06-30,SNOW,851795000,Technology
2022-06-30,SPY,14864000,Unknown
2022-06-30,STOR,180693000,Unknown
2022-06-30,TMUS,705259000,Communication Services
2022-06-30,UPS,10843000,Industrials
2022-06-30,USB,5513432000,Financial Services
2022-06-30,V,1633687000,Financial Services
2022-06-30,VOO,14916000,Unknown
2022-06-30,VRSN,2144436000,Technology
2022-09-30,AAPL,123661679000,Technology
2022-09-30,ALLY,834901000,Financial Services
2022-09-30,AMZN,1205258000,Consumer Cyclical
2022-09-30,AON,1177556000,Financial Services
2022-09-30,ATVI,4470946000,Unknown
2022-09-30,AXP,20453800000,Financial Services
2022-09-30,BAC,30505039000,Financial Services
2022-09-30,BK,2396364000,Financial Services
2022-09-30,C,2298341000,Financial Services
2022-09-30,CE,877219000,Basic Materials
2022-09-30,CHTR,1161509000,Communication Services
2022-09-30,CVX,23757173000,Energy
2022-09-30,DVA,2987630000,Healthcare
2022-09-30,FND,335843000,Consumer Cyclical
2022-09-30,FWONK,451764000,Communication Services
2022-09-30,GL,633467000,Financial Services
2022-09-30,GM,1604500000,Consumer Cyclical
2022-09-30,HPQ,2603542000,Technology
2022-09-30,JEF,12790000,Financial Services
2022-09-30,JNJ,53435000,Healthcare
2022-09-30,KHC,10859921000,Consumer Defensive
2022-09-30,KO,22407999000,Consumer Defensive
2022-09-30,KR,2199260000,Consumer Defensive
2022-09-30,LILA,16285000,Communication Services
2022-09-30,LILAK,7897000,Communication Services
2022-09-30,LPX,296692000,Industrials
2022-09-30,LSXMA,769307000,Unknown
2022-09-30,LSXMK,1629386000,Unknown
2022-09-30,MA,1133563000,Financial Services
2022-09-30,MCK,1087021000,Healthcare
2022-09-30,MCO,5997470000,Financial Services
2022-09-30,MDLZ,31692000,Consumer Defensive
2022-09-30,MKL,506993000,Financial Services
2022-09-30,MMC,60449000,Financial Services
2022-09-30,OXY,11942909000,Energy
2022-09-30,PARA,1736763000,Communication Services
2022-09-30,PG,39819000,Consumer Defensive
2022-09-30,RH,580724000,Consumer Cyclical
2022-09-30,SNOW,1041069000,Technology
2022-09-30,SPY,14073000,Unknown
2022-09-30,TMUS,703319000,Communication Services
2022-09-30,UPS,9595000,Industrials
2022-09-30,USB,3136420000,Financial Services
2022-09-30,V,1474044000,Financial Services
2022-09-30,VOO,14117000,Unknown
2022-09-30,VRSN,2226072000,Technology
2022-12-31,AAPL,116305043218,Technology
2022-12-31,ALLY,728610001,Financial Services
2022-12-31,AMZN,895944000,Consumer Cyclical
2022-12-31,AON,1319415440,Financial Services
2022-12-31,ATVI,4035492091,Unknown
2022-12-31,AXP,22400480926,Financial Services
2022-12-31,BAC,33454532071,Financial Services
2022-12-31,BK,1141180346,Financial Services
2022-12-31,C,2494696699,Financial Services
2022-12-31,CE,992769110,Basic Materials
2022-12-31,CHTR,1298393893,Communication Services
2022-12-31,CVX,29252521137,Energy
2022-12-31,DVA,2695256212,Healthcare
2022-12-31,FND,332831400,Consumer Cyclical
2022-12-31,FWONK,461648121,Communication Services
2022-12-31,GL,765941790,Financial Services
2022-12-31,GM,1682000000,Consumer Cyclical
2022-12-31,HPQ,2807271061,Technology
2022-12-31,JEF,14862368,Financial Services
2022-12-31,JNJ,57782215,Healthcare
2022-12-31,KHC,13256593441,Consumer Defensive
2022-12-31,KO,25444000000,Consumer Defensive
2022-12-31,KR,2229000000,Consumer Defensive
2022-12-31,LILA,19809864,Communication Services
2022-12-31,LILAK,9758552,Communication Services
2022-12-31,LPX,417058613,Industrials
2022-12-31,LSXMA,794363900,Unknown
2022-12-31,LSXMK,1690740426,Unknown
2022-12-31,MA,1386277109,Financial Services
2022-12-31,MCK,1071160412,Healthcare
2022-12-31,MCO,6873493546,Financial Services
2022-12-31,MDLZ,38523700,Consumer Defensive
2022-12-31,MKL,616072818,Financial Services
2022-12-31,MMC,67004672,Financial Services
2022-12-31,NU,435973451,Financial Services
2022-12-31,OXY,12242210434,Energy
2022-12-31,PARA,1580595750,Communication Services
2022-12-31,PG,47802024,Consumer Defensive
2022-12-31,RH,630568400,Consumer Cyclical
2022-12-31,SNOW,879236471,Technology
2022-12-31,SPY,15067742,Unknown
2022-12-31,STNE,100965029,Technology
2022-12-31,TMUS,733880000,Communication Services
2022-12-31,TSM,617725010,Technology
2022-12-31,UPS,10326096,Industrials
2022-12-31,USB,290915115,Financial Services
2022-12-31,V,1723880290,Financial Services
2022-12-31,VOO,15107620,Unknown
2022-12-31,VRSN,2632839535,Technology
2023-03-31,AAPL,150975906991,Technology
2023-03-31,ALLY,739210001,Financial Services
2023-03-31,AMZN,1089812790,Consumer Cyclical
2023-03-31,AON,1366782150,Financial Services
2023-03-31,ATVI,4231550856,Unknown
2023-03-31,AXP,25008184965,Financial Services
2023-03-31,BAC,29539567372,Financial Services
2023-03-31,C,2590428532,Financial Services
2023-03-31,CE,960302652,Basic Materials
2023-03-31,CHTR,1369267591,Communication Services
2023-03-31,COF,954099520,Financial Services
2023-03-31,CVX,21603623200,Energy
2023-03-31,DEO,41263745,Consumer Defensive
2023-03-31,DVA,2927711683,Healthcare
2023-03-31,FND,469491600,Consumer Cyclical
2023-03-31,FWONK,577871009,Communication Services
2023-03-31,GL,699037045,Financial Services
2023-03-31,GM,1467200000,Consumer Cyclical
2023-03-31,HPQ,3549965209,Technology
2023-03-31,JEF,13761131,Financial Services
2023-03-31,JNJ,50700500,Healthcare
2023-03-31,KHC,12592298412,Consumer Defensive
2023-03-31,KO,24812000000,Consumer Defensive
2023-03-31,KR,2468499999,Consumer Defensive
2023-03-31,LILA,21861881,Communication Services
2023-03-31,LILAK,10606005,Communication Services
2023-03-31,LPX,381904517,Industrials
2023-03-31,LSXMA,567633731,Unknown
2023-03-31,LSXMK,1209400065,Unknown
2023-03-31,MA,1448787750,Financial Services
2023-03-31,MCK,815306077,Healthcare
2023-03-31,MCO,7549445464,Financial Services
2023-03-31,MDLZ,40298160,Consumer Defensive
2023-03-31,MKL,602504481,Financial Services
2023-03-31,MMC,67437927,Financial Services
2023-03-31,NU,509885412,Financial Services
2023-03-31,OXY,13216875439,Energy
2023-03-31,PARA,2091138052,Communication Services
2023-03-31,PG,46896826,Consumer Defensive
2023-03-31,SNOW,945084263,Technology
2023-03-31,SPY,16129966,Unknown
2023-03-31,STNE,102034574,Technology
2023-03-31,TMUS,759251280,Communication Services
2023-03-31,UPS,11523006,Industrials
2023-03-31,V,1870745332,Financial Services
2023-03-31,VOO,16171010,Unknown
2023-03-31,VRSN,2708323496,Technology
2023-03-31,VTS,971025,Energy
2023-06-30,AAPL,177591247296,Technology
2023-06-30,ALLY,783290001,Financial Services
2023-06-30,AMZN,1375428360,Consumer Cyclical
2023-06-30,AON,1496442000,Financial Services
2023-06-30,ATVI,1235679601,Unknown
2023-06-30,AXP,26410583940,Financial Services
2023-06-30,BAC,29632524052,Financial Services
2023-06-30,C,2543470454,Financial Services
2023-06-30,CE,620518352,Basic Materials
2023-06-30,CHTR,1406638055,Communication Services
2023-06-30,COF,1363956551,Financial Services
2023-06-30,CVX,19372950883,Energy
2023-06-30,DEO,39510070,Consumer Defensive
2023-06-30,DHI,726454496,Consumer Cyclical
2023-06-30,DVA,3626521918,Healthcare
2023-06-30,FND,496928800,Consumer Cyclical
2023-06-30,FWONK,581346111,Communication Services
2023-06-30,GL,275757222,Financial Services
2023-06-30,GM,848320000,Consumer Cyclical
2023-06-30,HPQ,3714461041,Technology
2023-06-30,JEF,14381119,Financial Services
2023-06-30,JNJ,54141592,Healthcare
2023-06-30,KHC,11560036039,Consumer Defensive
2023-06-30,KO,24088000000,Consumer Defensive
2023-06-30,KR,2350000000,Consumer Defensive
2023-06-30,LEN.B,17237585,Unknown
2023-06-30,LILA,23019430,Communication Services
2023-06-30,LILAK,11068252,Communication Services
2023-06-30,LPX,528227277,Industrials
2023-06-30,LSXMA,663013981,Unknown
2023-06-30,LSXMK,1414207364,Unknown
2023-06-30,MA,1567948658,Financial Services
2023-06-30,MCO,8578175206,Financial Services
2023-06-30,MDLZ,42159320,Consumer Defensive
2023-06-30,MKL,652392063,Financial Services
2023-06-30,NU,845167206,Financial Services
2023-06-30,NVR,70568089,Consumer Cyclical
2023-06-30,OXY,13178796490,Energy
2023-06-30,PARA,1491259813,Communication Services
2023-06-30,PG,47858796,Consumer Defensive
2023-06-30,SNOW,1077943668,Technology
2023-06-30,SPY,17465232,Unknown
2023-06-30,STNE,136260008,Technology
2023-06-30,TMUS,728113800,Communication Services
2023-06-30,UPS,10647450,Industrials
2023-06-30,V,1970480801,Financial Services
2023-06-30,VOO,17513040,Unknown
2023-06-30,VRSN,2895944070,Technology
2023-09-30,AAPL,156753093002,Technology
2023-09-30,ALLY,773720000,Financial Services
2023-09-30,AMZN,1271200000,Consumer Cyclical
2023-09-30,AON,1329302000,Financial Services
2023-09-30,AXP,22618800333,Financial Services
2023-09-30,BAC,28279487924,Financial Services
2023-09-30,BATRK,7990835,Communication Services
2023-09-30,C,2272218501,Financial Services
2023-09-30,CB,1695320075,Financial Services
2023-09-30,CHTR,1684044831,Communication Services
2023-09-30,COF,1210313462,Financial Services
2023-09-30,CVX,18590066491,Energy
2023-09-30,DEO,33975745,Consumer Defensive
2023-09-30,DHI,641565163,Consumer Cyclical
2023-09-30,DVA,3412114232,Healthcare
2023-09-30,FND,432590000,Consumer Cyclical
2023-09-30,FWONK,481108697,Communication Services
2023-09-30,GL,90356152,Financial Services
2023-09-30,HPQ,2634739200,Technology
2023-09-30,JEF,15881230,Financial Services
2023-09-30,KHC,10954355278,Consumer Defensive
2023-09-30,KO,22392000000,Consumer Defensive
2023-09-30,KR,2237500000,Consumer Defensive
2023-09-30,LEN.B,15597436,Unknown
2023-09-30,LILA,21467263,Communication Services
2023-09-30,LILAK,10477603,Communication Services
2023-09-30,LLYVA,161257223,Communication Services
2023-09-30,LLYVK,357356140,Communication Services
2023-09-30,LPX,389372120,Industrials
2023-09-30,LSXMA,514285456,Unknown
2023-09-30,LSXMK,1100083089,Unknown
2023-09-30,MA,1578353810,Financial Services
2023-09-30,MCO,7799843711,Financial Services
2023-09-30,MKL,233706251,Financial Services
2023-09-30,NU,776611184,Financial Services
2023-09-30,NVR,66264190,Consumer Cyclical
2023-09-30,OXY,14541501977,Energy
2023-09-30,PARA,1209129578,Communication Services
2023-09-30,SIRI,43768172,Communication Services
2023-09-30,SNOW,935773692,Technology
2023-09-30,SPY,16842712,Unknown
2023-09-30,STNE,114120430,Technology
2023-09-30,TMUS,734142100,Communication Services
2023-09-30,V,1908498775,Financial Services
2023-09-30,VOO,16886100,Unknown
2023-09-30,VRSN,2595546101,Technology
2023-12-31,AAPL,174347466800,Technology
2023-12-31,ALLY,1012680000,Financial Services
2023-12-31,AMZN,1519400000,Consumer Cyclical
2023-12-31,AON,1193182000,Financial Services
2023-12-31,AXP,28402748537,Financial Services
2023-12-31,BAC,34776127042,Financial Services
2023-12-31,BATRK,8851870,Communication Services
2023-12-31,C,2841792358,Financial Services
2023-12-31,CB,4542600000,Financial Services
2023-12-31,CHTR,1488232788,Communication Services
2023-12-31,COF,1635201454,Financial Services
2023-12-31,CVX,18808080506,Energy
2023-12-31,DEO,33174065,Consumer Defensive
2023-12-31,DVA,3781371913,Healthcare
2023-12-31,FND,533256800,Consumer Cyclical
2023-12-31,FWONK,487518332,Communication Services
2023-12-31,HPQ,687638195,Technology
2023-12-31,JEF,17520079,Financial Services
2023-12-31,KHC,12041975570,Consumer Defensive
2023-12-31,KO,23572000000,Consumer Defensive
2023-12-31,KR,2285500000,Consumer Defensive
2023-12-31,LEN.B,20452277,Unknown
2023-12-31,LILA,19231089,Communication Services
2023-12-31,LILAK,9424707,Communication Services
2023-12-31,LLYVA,184647602,Communication Services
2023-12-31,LLYVK,416247540,Communication Services
2023-12-31,LPX,498990904,Industrials
2023-12-31,LSXMA,580768723,Unknown
2023-12-31,LSXMK,1243534615,Unknown
2023-12-31,MA,1700345238,Financial Services
2023-12-31,MCO,9635028496,Financial Services
2023-12-31,NU,892299471,Financial Services
2023-12-31,NVR,77789000,Consumer Cyclical
2023-12-31,OXY,14552270657,Energy
2023-12-31,PARA,936539643,Communication Services
2023-12-31,SIRI,220129527,Communication Services
2023-12-31,SNOW,1218949824,Technology
2023-12-31,SPY,18727214,Unknown
2023-12-31,TMUS,840449860,Communication Services
2023-12-31,V,2160243711,Financial Services
2023-12-31,VOO,18782400,Unknown
2023-12-31,VRSN,2639503654,Technology
2024-03-31,AAPL,135360901805,Technology
2024-03-31,ALLY,1177110000,Financial Services
2024-03-31,AMZN,1803800000,Consumer Cyclical
2024-03-31,AON,1368252000,Financial Services
2024-03-31,AXP,34520240283,Financial Services
2024-03-31,BAC,39165748068,Financial Services
2024-03-31,BATRK,8735574,Communication Services
2024-03-31,C,3493680962,Financial Services
2024-03-31,CB,6717644659,Financial Services
2024-03-31,CHTR,1112805123,Communication Services
2024-03-31,COF,1856811657,Financial Services
2024-03-31,CVX,19398897853,Energy
2024-03-31,DEO,33875535,Consumer Defensive
2024-03-31,DVA,4982993438,Healthcare
2024-03-31,FND,619583600,Consumer Cyclical
2024-03-31,FWONK,506592786,Communication Services
2024-03-31,JEF,19119908,Financial Services
2024-03-31,KHC,12015924784,Consumer Defensive
2024-03-31,KO,24472000000,Consumer Defensive
2024-03-31,KR,2856500000,Consumer Defensive
2024-03-31,LEN.B,23523551,Unknown
2024-03-31,LILA,18336620,Communication Services
2024-03-31,LILAK,8975300,Communication Services
2024-03-31,LLYVA,213948727,Communication Services
2024-03-31,LLYVK,487830094,Communication Services
2024-03-31,LPX,553633733,Industrials
2024-03-31,LSXMA,972842033,Unknown
2024-03-31,LSXMK,1945597617,Unknown
2024-03-31,MA,1919850077,Financial Services
2024-03-31,MCO,9695962848,Financial Services
2024-03-31,NU,1277927093,Financial Services
2024-03-31,NVR,90006756,Consumer Cyclical
2024-03-31,OXY,16118698139,Energy
2024-03-31,PARA,88648874,Communication Services
2024-03-31,SIRI,142325819,Communication Services
2024-03-31,SNOW,989860762,Technology
2024-03-31,SPY,20608958,Unknown
2024-03-31,TMUS,855599240,Communication Services
2024-03-31,V,2315655137,Financial Services
2024-03-31,VOO,20670100,Unknown
2024-03-31,VRSN,2428686819,Technology
2024-06-30,AAPL,84248000000,Technology
2024-06-30,ALLY,1150430000,Financial Services
2024-06-30,AMZN,1932500000,Consumer Cyclical
2024-06-30,AON,1203678000,Financial Services
2024-06-30,AXP,35105457585,Financial Services
2024-06-30,BAC,41076524279,Financial Services
2024-06-30,BATRK,8820558,Communication Services
2024-06-30,C,3505834818,Financial Services
2024-06-30,CB,6895777623,Financial Services
2024-06-30,CHTR,1144700201,Communication Services
2024-06-30,COF,1359447750,Financial Services
2024-06-30,CVX,18553059728,Energy
2024-06-30,DEO,28714720,Consumer Defensive
2024-06-30,DVA,5001763135,Healthcare
2024-06-30,FND,395440057,Consumer Cyclical
2024-06-30,FWONK,554780880,Communication Services
2024-06-30,HEI.A,185373840,Unknown
2024-06-30,JEF,21573846,Financial Services
2024-06-30,KHC,10491953836,Consumer Defensive
2024-06-30,KO,25460000000,Consumer Defensive
2024-06-30,KR,2496500001,Consumer Defensive
2024-06-30,LEN.B,21273114,Unknown
2024-06-30,LILA,25281911,Communication Services
2024-06-30,LILAK,12352272,Communication Services
2024-06-30,LLYVA,187046916,Communication Services
2024-06-30,LLYVK,417818885,Communication Services
2024-06-30,LPX,491081408,Industrials
2024-06-30,LSXMA,779286152,Unknown
2024-06-30,LSXMK,1551264198,Unknown
2024-06-30,MA,1758749632,Financial Services
2024-06-30,MCO,10384249654,Financial Services
2024-06-30,NU,1380761126,Financial Services
2024-06-30,NVR,84324079,Consumer Cyclical
2024-06-30,OXY,16090394458,Energy
2024-06-30,SIRI,376045343,Communication Services
2024-06-30,SPY,21442268,Unknown
2024-06-30,TMUS,823112960,Communication Services
2024-06-30,ULTA,266291202,Consumer Cyclical
2024-06-30,V,2177834326,Financial Services
2024-06-30,VOO,21505590,Unknown
2024-06-30,VRSN,2278615992,Technology
2024-09-30,AAPL,69900000000,Technology
2024-09-30,ALLY,1032110000,Financial Services
2024-09-30,AMZN,1863300000,Consumer Cyclical
2024-09-30,AON,1418559000,Financial Services
2024-09-30,AXP,41116821840,Financial Services
2024-09-30,BAC,31652073622,Financial Services
2024-09-30,BATRK,8901072,Communication Services
2024-09-30,C,3458324292,Financial Services
2024-09-30,CB,7796272968,Financial Services
2024-09-30,CHTR,914514546,Communication Services
2024-09-30,COF,1362543000,Financial Services
2024-09-30,CVX,17467773342,Energy
2024-09-30,DEO,31962435,Consumer Defensive
2024-09-30,DPZ,549398896,Consumer Cyclical
2024-09-30,DVA,5917146790,Healthcare
2024-09-30,FWONK,597949381,Communication Services
2024-09-30,HEI.A,213884223,Unknown
2024-09-30,JEF,26685495,Financial Services
2024-09-30,KHC,11433038460,Consumer Defensive
2024-09-30,KO,28744000000,Consumer Defensive
2024-09-30,KR,2865000000,Consumer Defensive
2024-09-30,LEN.B,26385802,Unknown
2024-09-30,LILA,25202987,Communication Services
2024-09-30,LILAK,12185350,Communication Services
2024-09-30,LLYVA,246885972,Communication Services
2024-09-30,LLYVK,560403539,Communication Services
2024-09-30,LPX,640976656,Industrials
2024-09-30,MA,1968606782,Financial Services
2024-09-30,MCO,11708029942,Financial Services
2024-09-30,NU,1179892309,Financial Services
2024-09-30,NVR,109028722,Consumer Cyclical
2024-09-30,OXY,13157209747,Energy
2024-09-30,POOL,152248678,Industrials
2024-09-30,SIRI,2486916437,Communication Services
2024-09-30,SPY,22606144,Unknown
2024-09-30,TMUS,964113920,Communication Services
2024-09-30,ULTA,9417871,Consumer Cyclical
2024-09-30,V,2281386627,Financial Services
2024-09-30,VOO,22689810,Unknown
2024-09-30,VRSN,2434453846,Technology
2024-12-31,AAPL,75126000000,Technology
2024-12-31,ALLY,1044290001,Financial Services
2024-12-31,AMZN,2193900000,Consumer Cyclical
2024-12-31,AON,1472556000,Financial Services
2024-12-31,AXP,44996539653,Financial Services
2024-12-31,BAC,29896266149,Financial Services
2024-12-31,BATRK,8556657,Communication Services
2024-12-31,C,1030474546,Financial Services
2024-12-31,CB,7469434519,Financial Services
2024-12-31,CHTR,682715232,Communication Services
2024-12-31,COF,1328484000,Financial Services
2024-12-31,CVX,17179549745,Energy
2024-12-31,DEO,28953858,Consumer Defensive
2024-12-31,DPZ,999868320,Consumer Cyclical
2024-12-31,DVA,5398092493,Healthcare
2024-12-31,FWONK,630214018,Communication Services
2024-12-31,HEI.A,195325757,Unknown
2024-12-31,JEF,33990947,Financial Services
2024-12-31,KHC,10000245261,Consumer Defensive
2024-12-31,KO,24904000000,Consumer Defensive
2024-12-31,KR,3057500001,Consumer Defensive
2024-12-31,LEN.B,20162390,Unknown
2024-12-31,LILA,16731838,Communication Services
2024-12-31,LILAK,8140687,Communication Services
2024-12-31,LLYVA,331907297,Communication Services
2024-12-31,LLYVK,743056007,Communication Services
2024-12-31,LPX,586589315,Industrials
2024-12-31,MA,2099249237,Financial Services
2024-12-31,MCO,11677932812,Financial Services
2024-12-31,NU,416266540,Financial Services
2024-12-31,NVR,90883937,Consumer Cyclical
2024-12-31,OXY,13053055436,Energy
2024-12-31,POOL,204117028,Industrials
2024-12-31,SIRI,2678283465,Communication Services
2024-12-31,STZ,1242975604,Consumer Defensive
2024-12-31,TMUS,960175500,Communication Services
2024-12-31,V,2622329258,Financial Services
2024-12-31,VRSN,2746660741,Technology
